"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/54422",384409,"","GEM/2018/B/54422","Printer",1,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/384409","Financial Evaluated"
"GEM/2018/B/54426",384437,"","GEM/2018/B/54426","Multimedia Projectors",1,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/384437","Financial Evaluated"
"GEM/2018/B/54432",384479,"","GEM/2018/B/54432","bed sheets or spreads",150,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/384479","Financial Evaluated"
"GEM/2018/B/54492",384906,"","GEM/2018/B/54492","Notebook Computers-laptop",3,"NA","2018-07-26","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/384906","Financial Evaluated"
"GEM/2018/B/54557",385368,"","GEM/2018/B/54557","power cable for direct burial xlpe ugac cable",500,"Department of Defence","2018-07-26","2018-08-04","https://bidplus.gem.gov.in/showbidDocument/385368","Financial Evaluated"
"GEM/2018/B/54633",385928,"","GEM/2018/B/54633","reciprocal shakers-  mechanical shaker  machine with timer",4,"Department of Defence Research & Development","2018-07-26","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/385928","Financial Evaluated"
"GEM/2018/B/5470",38399,"","GEM/2018/B/5470","Printer or photo Copier Paper",5,"NA","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38399","Financial Evaluated"
"GEM/2018/B/54794",387055,"","GEM/2018/B/54794","Air Conditioner",6,"Department of Agricultural Research and Education (DARE)","2018-07-27","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/387055","Financial Evaluated"
"GEM/2018/B/54817",387223,"","GEM/2018/B/54817","Line Intractive UPS with AVR",1772,"Department of Justice","2018-07-26","2018-08-04","https://bidplus.gem.gov.in/showbidDocument/387223","Financial Evaluated"
"GEM/2018/B/54895",387783,"","GEM/2018/B/54895","power cable for direct burial xlpe ugac cable",900,"NA","2018-07-26","2018-08-04","https://bidplus.gem.gov.in/showbidDocument/387783","Financial Evaluated"
"GEM/2018/B/54922",387972,"","GEM/2018/B/54922","Desktops",20,"Department of Agricultural Research and Education (DARE)","2018-07-26","2018-08-13","https://bidplus.gem.gov.in/showbidDocument/387972","Financial Evaluated"
"GEM/2018/B/54939",388091,"","GEM/2018/B/54939","Layer 2 Access Switch",4,"Department of Health and Family Welfare","2018-07-26","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/388091","Financial Evaluated"
"GEM/2018/B/54947",388147,"","GEM/2018/B/54947","galvanized steel chain link fence fabric",3360,"NA","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/388147","Financial Evaluated"
"GEM/2018/B/54952",388182,"","GEM/2018/B/54952","Lawn Mowers",1,"Urban Development Department Chhattisgarh","2018-07-27","2018-08-17","https://bidplus.gem.gov.in/showbidDocument/388182","Financial Evaluated"
"GEM/2018/B/54989",388441,"","GEM/2018/B/54989","Printer",1,"NA","2018-07-27","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/388441","Financial Evaluated"
"GEM/2018/B/55007",388567,"","GEM/2018/B/55007","LED Luminaire (For Road and Street Lights)",191,"NA","2018-07-26","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/388567","Financial Evaluated"
"GEM/2018/B/55034",388763,"","GEM/2018/B/55034","Online UPS",3,"Department of Health and Family Welfare","2018-07-27","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/388763","Financial Evaluated"
"GEM/2018/B/55075",389050,"","GEM/2018/B/55075","Diaries-printed-plain- register-,Diaries-printed-plain- register-,Diaries-printed-plain- register-,E",215,"Department of Defence","2018-07-27","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/389050","Financial Evaluated"
"GEM/2018/B/55163",389680,"","GEM/2018/B/55163","domestic refrigerators",2,"Central Armed Police Forces","2018-07-27","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/389680","Financial Evaluated"
"GEM/2018/B/55176",389771,"","GEM/2018/B/55176","green waste reprocessor",1,"Central Armed Police Forces","2018-07-26","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/389771","Financial Evaluated"
"GEM/2018/B/55192",389883,"","GEM/2018/B/55192","lead acid battery",100,"Department of Defence","2018-07-27","2018-08-13","https://bidplus.gem.gov.in/showbidDocument/389883","Financial Evaluated"
"GEM/2018/B/55197",389918,"","GEM/2018/B/55197","OEM Cartridge/ Consumable",25,"Department of Defence","2018-07-27","2018-08-13","https://bidplus.gem.gov.in/showbidDocument/389918","Financial Evaluated"
"GEM/2018/B/55203",389960,"","GEM/2018/B/55203","biomedical waste shreding machine",1,"Central Armed Police Forces","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/389960","Financial Evaluated"
"GEM/2018/B/55205",389974,"","GEM/2018/B/55205","green waste reprocessor",2,"Central Armed Police Forces","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/389974","Financial Evaluated"
"GEM/2018/B/55262",390380,"","GEM/2018/B/55262","Paper Shredding Machines",2,"Department of Telecommunications (DOT)","2018-07-30","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/390380","Financial Evaluated"
"GEM/2018/B/55306",390688,"","GEM/2018/B/55306","Vehicle Hiring Service (Long Term)",5,"Department of Telecommunications (DOT)","2018-07-27","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/390688","Financial Evaluated"
"GEM/2018/B/55336",390898,"","GEM/2018/B/55336","computer servers",20,"NA","2018-07-28","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/390898","Financial Evaluated"
"GEM/2018/B/55342",390940,"","GEM/2018/B/55342","portable  emergency lighting sysetem",6,"NA","2018-07-27","2018-08-08","https://bidplus.gem.gov.in/showbidDocument/390940","Financial Evaluated"
"GEM/2018/B/55351",391003,"","GEM/2018/B/55351","Paper Shredding Machines",10,"Indian Army","2018-07-27","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/391003","Financial Evaluated"
"GEM/2018/B/55404",391395,"","GEM/2018/B/55404","Lathe Machine",9,"NA","2018-07-27","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/391395","Financial Evaluated"
"GEM/2018/B/55408",391423,"","GEM/2018/B/55408","Air Conditioner",2,"Central Police Organisation","2018-07-28","2018-08-17","https://bidplus.gem.gov.in/showbidDocument/391423","Financial Evaluated"
"GEM/2018/B/5542",38903,"","GEM/2018/B/5542","Desktops",3,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38903","Financial Evaluated"
"GEM/2018/B/5544",38917,"","GEM/2018/B/5544","sealing wax",1067,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38917","Financial Evaluated"
"GEM/2018/B/55461",391815,"","GEM/2018/B/55461","Compatible Cartridge",10,"Department of Defence","2018-07-27","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/391815","Financial Evaluated"
"GEM/2018/B/55470",391878,"","GEM/2018/B/55470","blood pressure recording units",20,"Medical Education Department Uttar Pradesh","2018-07-27","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/391878","Financial Evaluated"
"GEM/2018/B/55509",392151,"","GEM/2018/B/55509","galvanized steel chain link fence fabric",5000,"Department of Defence","2018-07-27","2018-08-16","https://bidplus.gem.gov.in/showbidDocument/392151","Financial Evaluated"
"GEM/2018/B/5552",38973,"","GEM/2018/B/5552","night vision device - night vision equipment",4,"Home Department Gujarat","2018-04-27","2018-05-12","https://bidplus.gem.gov.in/showbidDocument/38973","Financial Evaluated"
"GEM/2018/B/5556",39001,"","GEM/2018/B/5556","Notebook Computers-laptop",18,"NA","2018-04-27","2018-05-07","https://bidplus.gem.gov.in/showbidDocument/39001","Financial Evaluated"
"GEM/2018/B/55564",392543,"","GEM/2018/B/55564","Online UPS",2,"Department of Science and Technology (DST)","2018-07-27","2018-08-16","https://bidplus.gem.gov.in/showbidDocument/392543","Financial Evaluated"
"GEM/2018/B/55587",392711,"","GEM/2018/B/55587","Desktops",1,"Department of Defence","2018-07-27","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/392711","Financial Evaluated"
"GEM/2018/B/55617",392921,"","GEM/2018/B/55617","pedestal fan",32,"Department of Defence","2018-07-27","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/392921","Financial Evaluated"
"GEM/2018/B/55626",392984,"","GEM/2018/B/55626","Fogging Machine",120,"Central Armed Police Forces","2018-07-27","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/392984","Financial Evaluated"
"GEM/2018/B/55698",393495,"","GEM/2018/B/55698","buses",1,"Port Department Kerala","2018-08-01","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/393495","Financial Evaluated"
"GEM/2018/B/55709",393572,"","GEM/2018/B/55709","Air Conditioner",1,"Department of Posts","2018-07-27","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/393572","Financial Evaluated"
"GEM/2018/B/55723",393670,"","GEM/2018/B/55723","Random Access Memory",4,"Department of Health and Family Welfare","2018-07-27","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/393670","Financial Evaluated"
"GEM/2018/B/55798",394195,"","GEM/2018/B/55798","slap scanner",7,"Information Technology Department Jharkhand","2018-07-30","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/394195","Financial Evaluated"
"GEM/2018/B/5584",39197,"","GEM/2018/B/5584","Online UPS",2,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/39197","Financial Evaluated"
"GEM/2018/B/55879",394776,"","GEM/2018/B/55879","Potable water purification system",9,"Home Department Maharashtra","2018-07-27","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/394776","Financial Evaluated"
"GEM/2018/B/55919",395063,"","GEM/2018/B/55919","mosquito repellant cream  spray and lotion",1100,"Central Armed Police Forces","2018-07-27","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/395063","Financial Evaluated"
"GEM/2018/B/55954",395322,"","GEM/2018/B/55954","boot ankle textile  jungle boot  direct moulded pu sole  in pairs",138000,"Central Armed Police Forces","2018-07-30","2018-08-14","https://bidplus.gem.gov.in/showbidDocument/395322","Financial Evaluated"
"GEM/2018/B/55957",395343,"","GEM/2018/B/55957","Compatible Cartridge",30,"Department of Defence","2018-07-27","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/395343","Financial Evaluated"
"GEM/2018/B/55967",395413,"","GEM/2018/B/55967","Online UPS",8,"Department of Defence","2018-07-27","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/395413","Financial Evaluated"
"GEM/2018/B/56011",395735,"","GEM/2018/B/56011","Centre Table",26,"Materials Management","2018-07-28","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/395735","Financial Evaluated"
"GEM/2018/B/56020",395798,"","GEM/2018/B/56020","Dressing Table",26,"Materials Management","2018-07-28","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/395798","Financial Evaluated"
"GEM/2018/B/56028",395861,"","GEM/2018/B/56028","Plastic  Body Evaporative Coolers-DESERT COOLER",12,"Department of Defence","2018-07-28","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/395861","Financial Evaluated"
"GEM/2018/B/56073",396176,"","GEM/2018/B/56073","Drinking Water Cooler",5,"NA","2018-07-28","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/396176","Financial Evaluated"
"GEM/2018/B/56103",396393,"","GEM/2018/B/56103","Human Resource Outsourcing Service",18,"Health and Family Welfare Department Delhi","2018-07-28","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/396393","Financial Evaluated"
"GEM/2018/B/56183",396953,"","GEM/2018/B/56183","Cleaning and Sanitation Service",132127,"Health and Family Welfare Department Delhi","2018-08-01","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/396953","Financial Evaluated"
"GEM/2018/B/56184",396960,"","GEM/2018/B/56184","OEM Cartridge/ Consumable",50,"NA","2018-08-07","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/396960","Financial Evaluated"
"GEM/2018/B/56189",396995,"","GEM/2018/B/56189","lead acid battery",789,"Home Department Uttar Pradesh","2018-07-30","2018-08-13","https://bidplus.gem.gov.in/showbidDocument/396995","Financial Evaluated"
"GEM/2018/B/56223",397240,"","GEM/2018/B/56223","Desktops",35,"NA","2018-07-30","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/397240","Financial Evaluated"
"GEM/2018/B/5623",39470,"","GEM/2018/B/5623","Executive Table",1,"NA","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/39470","Financial Evaluated"
"GEM/2018/B/56258",397492,"","GEM/2018/B/56258","hopper or tipper",118,"Urban Development Department Uttar Pradesh","2018-07-28","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/397492","Financial Evaluated"
"GEM/2018/B/5627",39498,"","GEM/2018/B/5627","almirah- Steel",4,"NA","2018-04-28","2018-05-14","https://bidplus.gem.gov.in/showbidDocument/39498","Financial Evaluated"
"GEM/2018/B/56302",397800,"","GEM/2018/B/56302","Drinking Water Cooler",1,"NA","2018-07-28","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/397800","Financial Evaluated"
"GEM/2018/B/56320",397926,"","GEM/2018/B/56320","tractors",2,"Urban Development and Environment Department","2018-07-28","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/397926","Financial Evaluated"
"GEM/2018/B/56379",398339,"","GEM/2018/B/56379","power cable for direct burial xlpe ugac cable",33905,"NA","2018-07-28","2018-08-18","https://bidplus.gem.gov.in/showbidDocument/398339","Financial Evaluated"
"GEM/2018/B/56427",398675,"","GEM/2018/B/56427","Printer",3,"Department of Defence","2018-07-30","2018-08-08","https://bidplus.gem.gov.in/showbidDocument/398675","Financial Evaluated"
"GEM/2018/B/56472",398990,"","GEM/2018/B/56472","lead acid battery",15,"Central Armed Police Forces","2018-07-29","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/398990","Financial Evaluated"
"GEM/2018/B/56473",398997,"","GEM/2018/B/56473","Line Intractive UPS with AVR",12,"Department of Defence","2018-08-03","2018-08-18","https://bidplus.gem.gov.in/showbidDocument/398997","Financial Evaluated"
"GEM/2018/B/56475",399011,"","GEM/2018/B/56475","Printer",2,"Department of Defence","2018-08-03","2018-08-18","https://bidplus.gem.gov.in/showbidDocument/399011","Financial Evaluated"
"GEM/2018/B/56499",399179,"","GEM/2018/B/56499","Printer or photo Copier Paper",13500,"NA","2018-07-30","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/399179","Financial Evaluated"
"GEM/2018/B/565",4054,"","GEM/2018/B/565","Computer Paper",222,"Department of Defence","2018-04-17","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/4054","Financial Evaluated"
"GEM/2018/B/56501",399193,"","GEM/2018/B/56501","rod avalanche",2,"Materials Management","2018-07-30","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/399193","Financial Evaluated"
"GEM/2018/B/56512",399270,"","GEM/2018/B/56512","solar street lighting  and renewable energy street lighting",28,"Materials Management","2018-07-30","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/399270","Financial Evaluated"
"GEM/2018/B/56522",399340,"","GEM/2018/B/56522","bed sheets or spreads",120,"Rural Development & Panchayat Department Andaman","2018-07-30","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/399340","Financial Evaluated"
"GEM/2018/B/56572",399704,"","GEM/2018/B/56572","All in one",5,"Central Armed Police Forces","2018-07-30","2018-08-16","https://bidplus.gem.gov.in/showbidDocument/399704","Financial Evaluated"
"GEM/2018/B/56574",399718,"","GEM/2018/B/56574","bed sheets or spreads",120,"Rural Development & Panchayat Department Andaman","2018-07-30","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/399718","Financial Evaluated"
"GEM/2018/B/56579",399753,"","GEM/2018/B/56579","electrical box extension",36,"NA","2018-07-30","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/399753","Financial Evaluated"
"GEM/2018/B/56584",399795,"","GEM/2018/B/56584","computer servers",2,"Training and Technical Education Department Delhi","2018-07-31","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/399795","Financial Evaluated"
"GEM/2018/B/56622",400068,"","GEM/2018/B/56622","Axes,Pick Axe,SPADE,Garden sword,Shovel Belcha",380,"Central Armed Police Forces","2018-07-30","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/400068","Financial Evaluated"
"GEM/2018/B/56625",400096,"","GEM/2018/B/56625","OEM Cartridge/ Consumable",10,"NA","2018-07-30","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/400096","Financial Evaluated"
"GEM/2018/B/56654",400306,"","GEM/2018/B/56654","T - Shirt Round Neck Disruptive Pattern - MHA",3000,"Central Armed Police Forces","2018-07-30","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/400306","Financial Evaluated"
"GEM/2018/B/56707",400691,"","GEM/2018/B/56707","bedclothes rubberised coir mattress cushions and pillows hospital mattresses and pillows",12,"Rural Development & Panchayat Department Andaman","2018-07-30","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/400691","Financial Evaluated"
